"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-14",,,,,"1.47",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-15",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-16",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-17",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-18",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-19",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-20",,,,,"0.06",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-21",,,,,"0.17",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-22",,,,,"0.03",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-23",,,,,"0.12",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-24",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-25",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-26",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-27",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-28",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-29",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-04-30",,,,,"0.38",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-01",,,,,"0.20",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-02",,,,,"1.22",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-03",,,,,"0.33",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-04",,,,,"0.44",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-05",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-06",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-07",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-08",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-09",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-10",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-11",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-12",,,,,"0.64",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-13",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-14",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-15",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-16",,,,,"0.00","T,,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-17",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-18",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-19",,,,,"0.08",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-20",,,,,"0.02",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-21",,,,,"0.17",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-22",,,,,"0.03",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-23",,,,,"0.65",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-24",,,,,"0.00","T,,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-25",,,,,"0.16",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-26",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-27",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-28",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-29",,,,,"0.70",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-30",,,,,"0.05",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-05-31",,,,,"1.10",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-01",,,,,"0.03",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-02",,,,,"0.03",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-03",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-04",,,,,"0.17",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-05",,,,,"0.00","T,,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-06",,,,,"0.34",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-07",,,,,"1.60",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-08",,,,,"0.08",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-09",,,,,"0.04",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-10",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-11",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-12",,,,,"0.03",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-13",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-14",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-15",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-16",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-17",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-18",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-19",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-20",,,,,"0.38",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-21",,,,,"0.34",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-22",,,,,"0.24",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-23",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-24",,,,,"0.78",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-25",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-26",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-27",,,,,"0.22",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-28",,,,,"0.05",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-29",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-06-30",,,,,"0.18",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-01",,,,,"0.30",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-02",,,,,"0.18",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-03",,,,,"0.20",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-04",,,,,"0.31",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-05",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-06",,,,,"0.00","T,,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-07",,,,,"0.04",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-08",,,,,"0.07",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-11","    3",",,N","1.15",",,N",,,,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-12",,,,,"1.30",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-13",,,,,"0.02",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-14",,,,,"1.24",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-15",,,,,"1.59",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-16",,,,,"0.04",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-17",,,,,"0.48",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-18",,,,,"0.32",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-19",,,,,"0.30",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-20",,,,,"0.01",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-21",,,,,"0.20",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-22",,,,,"1.92",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-23",,,,,"0.07",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-24",,,,,"0.25",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-25",,,,,"0.02",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-26",,,,,"0.26",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-27",,,,,"0.01",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-28",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-29",,,,,"0.73",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-30",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-07-31",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-01",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-02",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-04","    2",",,N","0.59",",,N",,,,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-05",,,,,"0.03",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-06",,,,,"1.80",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-07",,,,,"0.07",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-08",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-09",,,,,"0.13",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-10",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-11",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-12",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-13",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-14",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-15",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-16",,,,,"0.01",",,N",,
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-17",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-18",,,,,"0.00",",,N","0.0",",,N"
"US1FLSL0031","PORT ST. LUCIE 4.4 NNW, FL US","27.3397636413574","-80.376335144043","5.8","2013-08-19",,,,,"0.00",",,N","0.0",",,N"
